등록번호,서명,저자,발행자,청구기호,ISBN
BN0000017107,시민불복종 쫌 아는 10대 : 부당함에 맞서는 삐따기들의 행진 ,하승우 글 ; 방상호 그림,풀빛,308-사회쫌풀-v.7,9791161727585 
BN0000017106,기본소득 쫌 아는 10대 : 우린 모두 사회가 준 유산의 상속인 ,오준호 글 ; 신병근 그림,풀빛,308-사회쫌풀-v.6,9791161727530 
BN0000017100,"젠더 쫌 아는 10대 : 너, 나, 우리를 위한 젠더 감수성 이야기 ",정수임 글 ; 웰시 그림,풀빛,308-사회쫌풀-v.16,9791161728476 
BN0000017099,공정함 쫌 아는 10대 : 모두 똑같이 나눠야 평등한 걸까? ,하승우 글 ; 방상호 그림,풀빛,308-사회쫌풀-v.15,9791161728414 
BN0000017094,공유경제 쫌 아는 10대 : 협력과 나눔으로 즐기는 새로운 경제 ,석혜원 글 ; 신병근 그림,풀빛,308-사회쫌풀-v.10,9791161727769 
BN0000017081,"부의 체인저 . 2 , 바뀐 세상에서 어떻게 투자할 것인가? : 게임 체인저 역할을 해줄 마법의 도구들! ",김장섭 지음,트러스트북스,327.856-김장섭부-v.2,9791187993957 
BN0000017079,"짱깨주의의 탄생 : 누구나 함부로 말하는 중국, 아무도 말하지 않는 중국 ",김희교 지음,보리,309.112-김희교짱,9791163142379 
BN0000017073,민주주의가 바꾼 세계의 역사 ,"한효석 , 김대갑 지음",노느매기,340.22-김대갑민-v.2,9791189451042 
BN0000017072,삐딱하게 보는 민주주의 역사 ,김대갑 지음,노느매기,340.22-김대갑민-v.1,9791189451028 
BN0000017071,납치된 도시에서 길찾기 : 이동의 위기 탐구 ,전현우 지음,민음사,331.47-전현우납,9788937492112 
BN0000017070,우리를 바꾸는 우리 : 정치와 약속 탐구 ,조무원 지음,민음사,340-조무원우,9788937492099 
BN0000017067,뭔가 배 속에서 부글거리는 기분 : 동시대 문화 탐구 ,윤아랑 지음,민음사,331.5-윤아랑뭔,9788937492037 
BN0000017048,"명견만리 . [1] : 인구, 경제, 북한, 의료 편 ",KBS <명견만리> 제작팀 지음,인플루엔셜,331.544-케이비명-v.1,9791186560167 
BN0000017046,"명견만리 . [5] : 대전환, 청년, 기후, 신뢰 편 ",KBS <명견만리> 제작팀 지음,인플루엔셜,331.544-케이비명-v.5,9791191056594 
BN0000017045,"명견만리 . [4] : 불평등, 병리, 금융, 지역 편 ",KBS <명견만리> 제작팀 지음,인플루엔셜,331.544-케이비명-v.4,9791186560976 
BN0000017003,"0.6의 공포, 사라지는 한국 : 아이가 있는 미래는 무엇으로 가능한가 ",정재훈 지음,21세기북스,331.32-정재훈영,9791171174171 
BN0000015786,100년 인생 달력 : 신의 날들은 얼마나 남았나요? ,오스미 리키 지음 ; 홍성민 옮김,한국경제신문,199.1-오스미백,9788947548618 
BN0000015781,"조광조 평전 : 사화의 시대, 성리학적 이상을 꿈꾼 개혁가의 비상과 추락 ",신병주 지음,한겨레,911.053-신병주조,9791160404548 
BN0000015780,하버드 100년 전통 감성 수업 : 하버드는 왜 감성에 주목하는가 ,쉬셴장 지음 ; 하정희 옮김,리드리드,181.7-쉬셴장하,9788972773917 
BN0000015197,신과 함께 살아온 사람들 : 이야기로 만나는 23가지 한국 신화 ,이상권 지음,자음과모음,082-청소년자-v.15,9788954445283 
BN0000015196,스토리 답사 여행 : 역사의 물길을 바꾼 결정적 장면들 ,정명섭 지음,자음과모음,082-청소년자-v.14,9788954444866 
BN0000015195,"변기에 빠진 세계사 : 전염병, 위생, 화장실, 목욕탕에 담긴 세계사와 문화 이야기 ",이영숙 지음,자음과모음,082-청소년자-v.13,9788954442824 
BN0000015194,아시아 신화는 처음이지? ,김남일 지음,자음과모음,082-청소년자-v.12,9788954442039 
BN0000015193,세상을 흔들어라 콘텐츠의 힘! : '구독'과 '좋아요'로 여는 십대의 내일 ,김경선 지음,자음과모음,082-청소년자-v.11,9788954439800 
BN0000015191,독수리는 왜 까치에게 쫓겨다닐까? : 우리와 함께 사는 동물들 이야기 ,김기범 지음,자음과모음,082-청소년자-v.1,9788954431347 
BN0000015190,(있어빌리티)교양수업 : 생활 속의 물리학 ,제임스 리스 지음 ; 박윤정 옮김,토트,"420-리스,교",9791187444510 
BN0000015185,(컬렉션으로 보는)박물관 수업 : 황윤의 세계 박물관 여행 ,황윤 지음,책읽는고양이:,"069-황윤,박",9791186274880 
BN0000015177,프레젠테이션 디자인 이렇게 하면 되나요? : 한번 배우면 평생 써먹는 슬라이드＆보고서 디자인 가이드 ,윤춘근 지음,제이펍,005.55-윤춘근프,9791191600964 
BN0000015175,모던 자바스크립트 Deep dive : 자바스크립트의 기본 개념과 동작 원리 ,이웅모 지음,위키북스,005.138-이웅모모,9791158392239 
BN0000015171,(처음 프로그래밍을 시작하는 입문자의 눈높이에 맞춘 생활코딩!)HTML+CSS+자바스크립트 ,이고잉 지음,위키북스,005.118-이고잉에,9791158393274 
BN0000041338,[신착] 도시는 다 계획이 있구나 ,장기민 지음,미문사,539.7-장기민도,9791187812425 
BN0000041337,"[신착] 투쟁의 역사, 성찰의 기록 ",박준형 지음,벽너머,321.57-박준형투,9791197629624 
BN0000041279,[신착] 문화적 기억과 초기 문명 ,"얀 아스만 지음  ; 김구원  , 심재훈 [공]옮김",푸른역사,909.2-아스만문,9791156122951 
BN0000041276,"[신착] 퇴마록. 4 , 혼세편 ",이우혁 지음,반타,813.6-이우혁퇴-v.3-4,9791194654872 
BN0000041266,"[신착] 퇴마록. 5 , 말세편 ",이우혁 지음,반타,813.6-이우혁퇴-v.4-5,9791194654827 
BN0000041265,"[신착] 퇴마록. 4 , 말세편 ",이우혁 지음,반타,813.6-이우혁퇴-v.4-4,9791194654834 
BN0000041264,"[신착] 퇴마록. 3 , 말세편 ",이우혁 지음,반타,813.6-이우혁퇴-v.4-3,9791194654841 
BN0000041263,"[신착] 퇴마록. 2 , 말세편 ",이우혁 지음,반타,813.6-이우혁퇴-v.4-2,9791194654858 
BN0000041235,[신착] 나스타샤 ,조지수 지음,북핀,813.7-조지수나,9791187616818 
BN0000041224,[신착] (혼자공부하는)기초 헬라어 문법 = Basic Greek Grammar ,김병국 지음,대서,792.1-김병국기,9791186595527 
BN0000041216,[신착] 오월의 종: 나의 마지막 빵집 ,오상희 지음,고트,818-오상희오,9791189519834 
BN0000041210,[신착] 맥주: 스타일 사전 ,김만제 저,Youngjin.com,594.394-김만제맥,9788931461183 
BN0000041208,[신착] 나는 미쳐가고 있는 기후과학자입니다 ,케이트 마블 지음  ; 송섬별 옮김,웅진지식하우스,"539.98-마블,나",9788901297538 
BN0000041194,[신착] 노예제와 사회적 죽음 ,"올랜도 패터슨 지음  ; 김혁  , 류상윤 [공]옮김",이학사,330.902-패터슨노,9788961474757 
BN0000041078,제가 참사 생존자인가요 ,김초롱 지음,아몬드,818-김초롱제,9791192465135 
BN0000041074,불가사의한 V양 사건 ,버지니아 울프 글  ; 고정순 그림  ; 홍한별 옮김,아름드리미디어,"843.5-울프,불",9788955827682 
BN0000041072,"들어 봐, 우릴 위해 만든 노래야 ","이환희  , 이지은 [공]지음",후마니타스,818-이환희들,9788964373903 
BN0000041071,들리지 않는 어머니에게 물어보러 가다 ,이가라시 다이 지음  ; 노수경 옮김,사계절,838-이가라들,9791169811941 
BN0000041066,검은 불꽃과 빨간 폭스바겐 ,조승리 지음,세미콜론,814.7-조승리검,9791194087663 
BN0000041064,눈이 보이지 않는 친구와 예술을 보러 가다 ,가와우치 아리오 지음  ; 김영현 옮김,다다서재,650.4-가와우눈,9791191716276 
BN0000041061,알지 못하는 아이의 죽음 ,은유 지음  ; 임진실 사진,돌베개,"321.5411-은유,알",9788971999639 
BN0000041057,베테랑의 몸 ,희정 글  ; 최형락 사진,한겨레,"321.504-희정,베",9791160405620 
BN0000041056,미래의 피해자들은 이겼다 ,김승섭 지음,난다,334-김승섭미,9791191859201 
BN0000041055,"(비장애 형제로 살아가는)나는 여전히, 오늘도 괜찮지 않습니다 ","케이트 스트롬 지음  ; 전혜인  , 정평강 [공]옮김",한울림스페셜,338.3-스트롬나,9788993143881 
BN0000041038,[신착] 8월의 고쇼 그라운드 ,마키메 마나부 지음  ; 김소연 옮김,문예,833.6-마키에팔,9788931025545 
BN0000041011,[6학년] 다정한 내가 좋다 ,"원은정  , 정현아  , 김보라 [공]지음",착한책가게,아 688.04-원은정다,9791190400503 
BN0000041009,[6학년] 나는 왜 이렇게 생겼지? ,카타리나 폰 데어 가텐 글  ; 앙케 쿨 그림  ; 전은경 옮김,위즈덤하우스,"아 517.373-가텐,나",9791171710195 
BN0000041007,[6학년] 밤하늘이 들려주는 우주 이야기 ,라만 프린자 지음  ; 잔 비엘레스키 그림  ; 정창훈 옮김,찰리북,아 443.1-프린자밤,9791164520763 
BN0000041006,"[6학년] 기후 위기 시대, 슬기로운 경제 수업 ",강수돌 지음  ; 신단고 그림,동녘주니어,아 320-강수돌기,9788972971108 
BN0000041004,[6학년] 세상을 바꾸는 사회참여 이야기 ,"고수진  , 우설리 [공]지음",시대인,아 334-고수진세,9791138363181 
BN0000041002,[6학년] 비례배분으로 보물섬을 발견한 해적 실버: 비례식과 비례배분 ,박신식 지음  ; 황하석 그림,뭉치,아 410-초등오뭉-v.1,9791163637660 
BN0000041001,[6학년] 로미오와 줄리엣이 첫눈에 반할 확률은?: 확률.비율 그래프 ,김원섭 지음  ; 백선웅 그림,뭉치,아 410-초등오뭉-v.4,9791163637691 
BN0000041000,[6학년] 천왕성에서 유턴 ,이경아 글  ; 조현아 그림,열림원어린이,아 813.7-이경아천,9788961554022 
BN0000040998,[6학년] 의심은 나의 힘!: 비판적 사고 ,"로드리고 라라 세라노 글  ; 솔레 세바스티안 그림  ; 조민경  , 임수민 [공]역",느림보,아 170-세라노의,9788958762546 
BN0000040997,[6학년] 우리는 자료 조사에 진심 ,바운드 지음  ; 심지애 옮김,봄나무,아 001-바운드우,9791156132233 
BN0000040987,[5학년] 우주 아틀라스 ,톰 잭슨 글  ; 아나 조르제비츠 그림  ; 이강환 옮김,책세상어린이,"아 443.1-잭슨,우",9791159318467 
BN0000040973,[4학년] 꽃잎의 개수에 담긴 수열의 비밀 ,계영희 지음  ; 황하석 그림,뭉치,아 410-실생활뭉-v.5,9791163637776 
BN0000040972,[4학년] 옷과 음식에도 단위의 비밀이 있다고? ,이정 지음  ; 김석 그림,뭉치,아 410-실생활뭉-v.4,9791163637769 
BN0000040951,[3학년] 별주부뎐 그 후 ,노은실 지음,인디펍,유 813.8-노은실별,9791167565082 
BN0000040916,[1학년] (다문화가정 어린이들과 함께하는)전래놀이야 놀자 ,장영주 글  ; 김선미 그림,HomeBook,아 383.8-장영주전,9788977884014 
BN0000040892,[1학년] 그래도 난 나야! ,최형미 글  ; 이갑규 그림,나무말미,아 813.8-최형미그,9791191827361 
BN0000040890,[1학년] 일곱 살 처음 하기 사전 ,정명숙 글  ; 김윤정 그림,제제의숲,아 375.2-정명숙일,9791158732646 
BN0000040806,[큰글자] (별먼지와 잔가지의) 과학 인생 학교 ,"이명현 , 장대익 지음",사이언스북스,큰 400-이명현과,9791194087335 
BN0000040803,[큰글자] 무엇이 나를 행복하게 만드는가: 인생의 절반쯤 왔을 때 깨닫게 되는 것들 ,리처드 J. 라이더 ; 데이비드 A. 샤피로 [공] 지음 ; 김정홍 옮김,북플레저(책읽어주는남자),큰 199.1-라이더무,9791193937839 
BN0000040800,[큰글자] (뇌과학과 심리학으로 치유하는) 마음의 기술 : 뇌를 이해하면 내 마음이 보인다 ,"안-엘렌 클레르 , 뱅상 트리부 지음 ; 구영옥 옮김",상상스퀘어,큰 186.5-클레르마,9791194368649 
BN0000040793,[큰글자] 고층 입원실의 갱스터 할머니: 양유진 에세이 ,양유진 지음,21세기북스(북이십일),큰 818-양유진고,9791173574498 
BN0000040765,[신착] 마약의 역사 ,조성권 지음,지식과감성#,334.72-조성권마,9791139221633 
BN0000040744,호랑이는 어디로 갔을까 ,유성운 지음,드루,911-유성운호,9791173183805 
BN0000040743,꽃 떨어진 동산에서 호미와 괭이를 들자 ,이동해 지음,휴머니스트,911.06-이동해꽃,9791170873570 
BN0000040741,우리술로 당당하게 ,김치승 지음,씽크스마트,573.41-김치승우,9788965290667 
BN0000040714,노동조합은 처음이라 ,신광균 지음  ; 황지희 그림,빨간소금,321.57-신광균노=c.2,9791191383188 
BN0000040713,톡 까놓고 이야기 하는 노동 ,"오민규  , 더불어삶  , 현장의 노동자들 [공]지음",숨쉬는책공장,321.5-오민규톡,9791186452813 
BN0000040712,새내기 노동인 ㄱㄴㄷ ,손석춘 지음,철수와영희,308-사회읽철-v.8,9791188215515 
BN0000040711,일하는 삶이 궁금한 너에게 ,"김동희  , 서재민 [공]지음",곰곰,321.5-김동희일,9791160806694 
BN0000040681,우리 가족에서 찾은 노동인권 이야기 ,오은숙 지음  ; 이국현 그림,리틀씨앤톡,아 082-생각하리-v.15,9791194382058 
BN0000040531,비버족의 표식 ,엘리자베스 G. 스피어 지음  ; 김기영 옮김,아침이슬,843.6-스피어비,9788988996638 
BN0000040528,악마의 가마솥 ,로이드 알렉산더 지음  ; 김지성 옮김  ; 윤수훈 그림,아이란,아 843-알렉산프-v.2,9788994443492 
BN0000040527,타란의 비밀 ,로이드 알렉산더 지음  ; 김지성 옮김,아이란,아 843-알렉산프-v.4,9788994443669 
BN0000040526,리어 성 ,로이드 알렉산더 지음  ; 김지성 옮김  ; 김종배 그림,아이란,아 843-알렉산프-v.3,9788994443577 
BN0000040525,위대한 왕 ,로이드 알렉산더 지음  ; 김지성 옮김  ; 우덕환 그림,아이란,아 843-알렉산프-v.5,9788994443706 
BN0000040522,소년이 된다는 것 ,제임스 도슨 글  ; 스파이크 제럴 그림  ; 방미정 옮김,봄나무,"아 334.225-도슨,소",9791156131083 
BN0000040520,나의 젠더 정체성은 무엇일까? ,테레사 손 글  ; 노아 그리그니 그림  ; 조고은 옮김,보물창고,아 308-사회탐보-v.9,9788961707824 
BN0000040516,세상의 모든 가족 ,알렉산드라 막사이너 글  ; 앙케 쿨 그림  ; 김완균 옮김,푸른숲주니어,아 332-막사이세,9791156750314 
BN0000040511,자꾸 마음이 끌린다면 ,페르닐라 스탈펠트 지음  ; 이미옥 옮김,시금치,아 181-스탈펠자,9788992371414 
BN0000040182,목련구모권선희문. 하 ,정지진 지음  ; 이정재 옮김,을유문화사,808-세계문을-v.139,9788932405391 
BN0000040181,목련구모권선희문. 상 ,정지진 지음  ; 이정재 옮김,을유문화사,808-세계문을-v.138,9788932405384 
BN0000040177,앨리스 B. 토클러스의 자서전 ,거트루드 스타인 지음  ; 윤희기 옮김,문학동네,808-세계문문-v.261,9791141609955 
BN0000040167,궁금 바이러스 ,양영길 지음,창비교육,811.708-청소년창-v.7,9791186367483 
BN0000040164,우리 그런 말 안 써요 ,권창섭 지음,창비교육,811.708-청소년창-v.49,9791165702786 
BN0000040160,핑크는 여기서 시작된다 ,최설 지음,창비교육,811.708-청소년창-v.44,9791165702120 
BN0000040159,웃는 버릇 ,김응 지음,창비교육,811.708-청소년창-v.43,9791165701826 
BN0000040157,이제 호랑이가 온다 ,남호섭 지음,창비교육,811.708-청소년창-v.40,9791165701116 
BN0000040156,대단한 놈들이다 ,채지원 지음,창비교육,811.708-청소년창-v.4,9791186367278 
BN0000040155,해피 버스데이 우리 동네 ,신지영 지음,창비교육,811.708-청소년창-v.38,9791165700942 
BN0000040154,신발 멀리 차기 ,서형오 지음,창비교육,811.708-청소년창-v.37,9791165700737 
